StatementID,BankAccountNumber,TransactionDate,ValueDate,Currency,Amount,DebitCreditIndicator,Description,BankReference,ReferenceNumber,MatchType
STM00001038,AU123456789012345,2026-01-24,2026-01-24,EUR,351578.10,C,Wire transfer inbound,BNK900045140,REF25479616,manyToOne
STM00001039,FR7614508059144921279050070,2026-01-13,2026-01-15,GBP,276279.58,C,FX contract settlement,BNK379820727,REF10335966,manyToOne
STM00001040,GB29NWBK60161331926819,2026-01-21,2026-01-22,AUD,186193.44,D,Wire transfer outbound,BNK383278537,REF24711321,manyToOne
STM00001041,US123456789012345678,2026-01-15,2026-01-19,AUD,377772.03,D,Supplier payment,BNK215337353,REF72089689,manyToOne
STM00001042,US123456789012345678,2026-01-16,2026-01-21,CAD,492465.86,D,FX contract payment,BNK568145400,REF21318530,manyToOne
STM00001043,AU123456789012345,2026-03-27,2026-03-30,EUR,217513.22,C,Invoice payment INV-1571,BNK282595115,REF16022505,manyToOne
STM00001044,DE89370400440532013000,2026-02-08,2026-02-10,USD,178463.41,C,Trade settlement receipt,BNK623144159,REF23738101,manyToOne
STM00001045,FR7614508059144921279050070,2026-03-17,2026-03-20,USD,347404.04,C,Dividend income,BNK479250045,REF75945360,manyToOne
STM00001046,DE89370400440532013000,2026-03-22,2026-03-24,EUR,288852.04,D,Loan repayment,BNK141888452,REF98876217,manyToOne
STM00001047,US123456789012345678,2026-02-09,2026-02-10,CAD,420344.92,D,SEPA direct debit,BNK685945081,REF89953329,manyToOne
STM00001048,US123456789012345678,2026-03-04,2026-03-05,EUR,185947.25,C,Invoice payment INV-1664,BNK106640218,REF81264986,manyToOne
STM00001049,GB29NWBK60161331926819,2026-02-08,2026-02-08,JPY,245419.16,D,FX contract payment,BNK812815881,REF38956189,manyToOne
STM00001050,DE89370400440532013000,2026-02-23,2026-02-25,CHF,71204.25,C,ACH credit settlement,BNK966677185,REF46522170,manyToOne
STM00001051,US123456789012345678,2026-01-15,2026-01-19,AUD,454564.14,D,Intercompany transfer out,BNK837053646,REF65009630,manyToOne
STM00001052,DE89370400440532013000,2026-03-30,2026-04-01,JPY,398680.50,D,Wire transfer outbound,BNK378727614,REF83626481,manyToOne
STM00001053,DE89370400440532013000,2026-03-26,2026-03-30,JPY,93035.23,C,Trade settlement receipt,BNK633045617,REF63825382,manyToOne
STM00001054,US123456789012345678,2026-01-09,2026-01-12,GBP,220532.56,D,Utility payment,BNK787848555,REF41661358,manyToOne
STM00001055,AU123456789012345,2026-01-19,2026-01-19,GBP,443213.06,C,Wire transfer inbound,BNK251265396,REF41752230,manyToOne
STM00001056,DE89370400440532013000,2026-01-10,2026-01-13,CAD,86893.37,C,Interest credit,BNK592995411,REF63966229,manyToOne
STM00001057,GB29NWBK60161331926819,2026-02-01,2026-02-03,AUD,38694.32,D,Supplier payment,BNK279233761,REF63447207,manyToOne
STM00001058,FR7614508059144921279050070,2026-02-12,2026-02-16,CAD,220619.96,C,Sales proceeds,BNK595445397,REF79479615,manyToOne
STM00001059,US123456789012345678,2026-03-12,2026-03-12,AUD,344050.18,C,Customer payment received,BNK972323673,REF72982571,manyToOne
STM00001060,GB29NWBK60161331926819,2026-02-02,2026-02-04,CHF,430211.79,D,Insurance premium payment,BNK855560757,REF50969783,manyToOne
STM00001061,US123456789012345678,2026-01-11,2026-01-11,EUR,375889.68,C,Customer payment received,BNK158960286,REF18277648,manyToOne
STM00001062,US123456789012345678,2026-03-24,2026-03-27,USD,313452.86,D,Intercompany transfer out,BNK171530528,REF48963892,manyToOne
STM00001063,DE89370400440532013000,2026-02-03,2026-02-04,CAD,208453.79,D,Service fee payment,BNK616408908,REF22971413,manyToOne
STM00001064,FR7614508059144921279050070,2026-01-06,2026-01-08,AUD,266211.69,C,Invoice payment INV-9690,BNK830932684,REF84629362,manyToOne
STM00001065,GB29NWBK60161331926819,2026-02-07,2026-02-09,EUR,196260.24,D,Invoice payment to vendor,BNK807638466,REF39236841,manyToOne
STM00001066,AU123456789012345,2026-03-14,2026-03-18,CAD,406762.52,D,Tax remittance,BNK823904374,REF99721758,manyToOne
STM00001067,US123456789012345678,2026-03-10,2026-03-10,GBP,72801.60,D,Supplier payment,BNK454045553,REF45693094,manyToOne
STM00001068,FR7614508059144921279050070,2026-01-12,2026-01-13,GBP,41536.56,D,Trade settlement payment,BNK405342561,REF23762616,manyToOne
STM00001069,US123456789012345678,2026-02-26,2026-02-26,CHF,265755.31,C,Deposit received,BNK536797318,REF70354459,manyToOne
STM00001070,FR7614508059144921279050070,2026-01-09,2026-01-14,CHF,214618.38,C,Customer payment received,BNK615892576,REF37077647,manyToOne
STM00001071,FR7614508059144921279050070,2026-03-21,2026-03-21,GBP,5288.70,C,Bond coupon payment,BNK248715660,REF28947005,manyToOne
STM00001072,US123456789012345678,2026-02-20,2026-02-23,USD,418462.51,D,Wire transfer outbound,BNK327417083,REF41518842,amountDiff
STM00001073,DE89370400440532013000,2026-03-03,2026-03-04,USD,193167.29,D,Utility payment,BNK958743134,REF64207590,amountDiff
STM00001074,AU123456789012345,2026-03-05,2026-03-10,CAD,417195.87,D,Interest expense,BNK267513612,REF95784283,amountDiff
STM00001075,GB29NWBK60161331926819,2026-01-10,2026-01-13,CAD,318522.05,D,Supplier payment,BNK200175266,REF23290213,amountDiff
STM00001076,FR7614508059144921279050070,2026-03-20,2026-03-20,CAD,220945.76,C,Sales proceeds,BNK574550589,REF89484226,amountDiff
STM00001077,FR7614508059144921279050070,2026-03-04,2026-03-06,GBP,311092.73,C,Customer advance payment,BNK328795854,REF23665871,amountDiff
STM00001078,GB29NWBK60161331926819,2026-02-23,2026-02-23,CAD,54228.49,C,Deposit received,BNK545257244,REF12394967,amountDiff
STM00001079,FR7614508059144921279050070,2026-02-03,2026-02-03,AUD,332872.40,D,Insurance premium payment,BNK200338714,REF96777065,amountDiff
STM00001080,FR7614508059144921279050070,2026-02-10,2026-02-11,EUR,449090.20,D,Service fee payment,BNK137817798,REF17588833,amountDiff
STM00001081,US123456789012345678,2026-03-05,2026-03-10,GBP,343376.63,D,Rent payment,BNK451105818,REF97204832,amountDiff
STM00001082,AU123456789012345,2026-01-31,2026-02-02,JPY,248672.83,C,Commission income,BNK231661054,REF23444044,amountDiff
STM00001083,US123456789012345678,2026-02-24,2026-02-27,JPY,74242.96,D,Service fee payment,BNK370949864,REF17800969,amountDiff
STM00001084,FR7614508059144921279050070,2026-02-06,2026-02-09,CAD,247485.48,C,Trade settlement receipt,BNK918457796,REF19735503,amountDiff
STM00001085,US123456789012345678,2026-01-10,2026-01-13,USD,292541.28,C,Customer payment received,BNK223710515,REF14305467,amountDiff
STM00001086,DE89370400440532013000,2026-03-02,2026-03-05,EUR,109644.33,C,Loan drawdown,BNK266892694,REF87366383,amountDiff
STM00001087,AU123456789012345,2026-02-13,2026-02-18,AUD,421861.96,C,Interest credit,BNK464243198,REF15992215,amountDiff
STM00001088,FR7614508059144921279050070,2026-01-10,2026-01-12,CHF,311821.60,D,Payroll disbursement,BNK730660438,REF55283668,amountDiff
STM00001089,GB29NWBK60161331926819,2026-03-21,2026-03-24,AUD,394174.98,D,ACH debit settlement,BNK896160738,REF26473100,amountDiff
STM00001090,GB29NWBK60161331926819,2026-01-22,2026-01-23,GBP,315795.16,C,ACH credit settlement,BNK471470563,REF94641563,amountDiff
STM00001091,DE89370400440532013000,2026-02-23,2026-02-24,JPY,450700.63,D,Intercompany transfer out,BNK572955249,REF75794527,amountDiff
STM00001092,DE89370400440532013000,2026-02-18,2026-02-18,USD,404938.42,C,Sales proceeds,BNK228838524,REF39537636,amountDiff
STM00001093,GB29NWBK60161331926819,2026-01-30,2026-02-04,CAD,336784.29,C,Customer advance payment,BNK399963855,REF65950016,amountDiff
STM00001094,AU123456789012345,2026-03-27,2026-04-01,JPY,60200.23,D,Equipment purchase,BNK765950074,REF81008386,amountDiff
STM00001095,DE89370400440532013000,2026-03-30,2026-04-01,AUD,114168.04,D,Rent payment,BNK475416849,REF94676500,amountDiff
STM00001096,FR7614508059144921279050070,2026-01-29,2026-02-02,AUD,249822.39,C,Deposit received,BNK911695874,REF57782196,amountDiff
STM00001097,DE89370400440532013000,2026-02-23,2026-02-25,GBP,238603.90,C,SEPA credit transfer,BNK240390044,REF72044877,amountDiff
STM00001098,AU123456789012345,2026-01-05,2026-01-07,EUR,384468.02,D,Service fee payment,BNK134969872,REF14625898,amountDiff
STM00001099,DE89370400440532013000,2026-02-17,2026-02-19,JPY,502983.15,D,Loan repayment,BNK138584390,REF82876647,amountDiff
STM00001100,AU123456789012345,2026-02-21,2026-02-25,JPY,229170.79,D,SEPA direct debit,BNK418621362,REF96802860,amountDiff
STM00001101,US123456789012345678,2026-01-01,2026-01-05,EUR,26298.35,D,Rent payment,BNK767162210,REF59656477,amountDiff
STM00001102,DE89370400440532013000,2026-03-27,2026-04-01,CAD,34053.72,D,Intercompany transfer out,BNK189951983,REF48992606,amountDiff
STM00001103,GB29NWBK60161331926819,2026-02-26,2026-02-26,USD,277094.45,C,Invoice payment INV-5220,BNK812331056,REF32840768,amountDiff
STM00001104,GB29NWBK60161331926819,2026-03-13,2026-03-17,EUR,420652.33,D,Bond redemption,BNK201325314,REF46489825,amountDiff
STM00001105,GB29NWBK60161331926819,2026-01-12,2026-01-12,JPY,31917.63,C,Grant proceeds,BNK470340345,REF38470315,amountDiff
STM00001106,AU123456789012345,2026-02-12,2026-02-12,USD,280609.56,C,Dividend income,BNK917060072,REF89431595,amountDiff
STM00001107,GB29NWBK60161331926819,2026-02-13,2026-02-13,EUR,244016.13,D,Commission expense,BNK731387853,REF96294042,amountDiff
STM00001108,GB29NWBK60161331926819,2026-01-07,2026-01-12,CAD,401724.57,C,Dividend income,BNK638993130,REF57507679,amountDiff
STM00001109,GB29NWBK60161331926819,2026-01-16,2026-01-21,EUR,466720.35,D,Utility payment,BNK410063203,REF96368543,amountDiff
STM00001110,FR7614508059144921279050070,2026-03-06,2026-03-11,CAD,302856.91,D,Cheque payment,BNK908412321,REF45552510,amountDiff
STM00001111,FR7614508059144921279050070,2026-01-14,2026-01-16,CAD,93625.74,D,Invoice payment to vendor,BNK275342356,REF48624004,amountDiff
STM00001112,DE89370400440532013000,2026-02-21,2026-02-21,CHF,408690.37,C,ACH credit settlement,BNK978843910,REF46988362,amountDiff
STM00001113,GB29NWBK60161331926819,2026-01-08,2026-01-12,CHF,206674.63,C,ACH credit settlement,BNK746038505,REF93368312,amountDiff
STM00001114,DE89370400440532013000,2026-02-13,2026-02-13,AUD,444707.53,D,ACH debit settlement,BNK900337324,REF40319762,amountDiff
STM00001115,US123456789012345678,2026-01-06,2026-01-08,JPY,403292.89,D,Insurance premium payment,BNK436892889,REF73798154,amountDiff
STM00001116,AU123456789012345,2026-03-12,2026-03-17,CAD,97902.69,D,Commission expense,BNK433791097,REF25315753,amountDiff
STM00001117,US123456789012345678,2026-02-28,2026-03-02,USD,306337.08,C,Intercompany transfer in,BNK491670792,REF70511673,amountDiff
STM00001118,GB29NWBK60161331926819,2026-03-29,2026-03-29,JPY,36869.26,C,Commission income,BNK643157252,REF19465414,amountDiff
STM00001119,GB29NWBK60161331926819,2026-02-07,2026-02-07,CHF,484734.54,C,Customer advance payment,BNK954133191,REF71470193,amountDiff
STM00001120,US123456789012345678,2026-01-14,2026-01-16,GBP,243436.03,C,Bond coupon payment,BNK273726596,REF75802499,amountDiff
STM00001121,AU123456789012345,2026-02-08,2026-02-08,JPY,186657.51,D,Tax remittance,BNK632551986,REF16279000,amountDiff
STM00001122,FR7614508059144921279050070,2026-01-21,2026-01-21,CHF,156552.15,D,Commission expense,BNK307504484,REF33816661,dateDiff
STM00001123,US123456789012345678,2026-01-18,2026-01-21,CAD,167352.35,D,ACH debit settlement,BNK244847306,REF24023905,dateDiff
STM00001124,US123456789012345678,2026-01-26,2026-01-27,GBP,257380.87,D,Payroll disbursement,BNK714413480,REF72157374,dateDiff
STM00001125,AU123456789012345,2026-02-26,2026-02-27,AUD,260997.17,D,Wire transfer outbound,BNK677982501,REF25456931,dateDiff
STM00001126,GB29NWBK60161331926819,2026-03-14,2026-03-14,CHF,173579.25,D,Trade settlement payment,BNK742269881,REF72251113,dateDiff
STM00001127,AU123456789012345,2026-01-03,2026-01-03,CAD,183078.45,C,Interest credit,BNK990798056,REF72805697,dateDiff
STM00001128,FR7614508059144921279050070,2026-01-21,2026-01-24,JPY,28333.32,D,Commission expense,BNK502339369,REF36445984,dateDiff
STM00001129,GB29NWBK60161331926819,2026-03-12,2026-03-12,AUD,126206.05,C,Interest credit,BNK175092682,REF85293558,dateDiff
STM00001130,FR7614508059144921279050070,2026-03-08,2026-03-09,CAD,428463.97,C,Interest credit,BNK823906786,REF15221320,dateDiff
STM00001131,FR7614508059144921279050070,2026-03-28,2026-03-28,AUD,240355.44,C,Trade settlement receipt,BNK113017451,REF92289317,dateDiff
STM00001132,US123456789012345678,2026-03-04,2026-03-08,EUR,176999.65,C,Deposit received,BNK834849646,REF31944415,dateDiff
STM00001133,DE89370400440532013000,2026-03-19,2026-03-19,CAD,12608.15,C,Interest credit,BNK319102004,REF88147730,dateDiff
STM00001134,US123456789012345678,2026-01-11,2026-01-14,EUR,341416.89,C,FX contract settlement,BNK995132273,REF33153205,dateDiff
STM00001135,FR7614508059144921279050070,2026-03-23,2026-03-28,CHF,324221.03,D,Bond redemption,BNK473753306,REF38405512,dateDiff
STM00001136,US123456789012345678,2026-01-12,2026-01-12,USD,307982.05,D,Utility payment,BNK418807738,REF64548932,dateDiff
STM00001137,GB29NWBK60161331926819,2026-03-25,2026-03-26,EUR,167547.87,D,Tax remittance,BNK932562744,REF78906783,dateDiff
STM00001138,DE89370400440532013000,2026-03-02,2026-03-04,EUR,482488.10,C,Customer payment received,BNK984095278,REF96684400,dateDiff
STM00001139,US123456789012345678,2026-01-16,2026-01-17,CAD,13650.17,D,ACH debit settlement,BNK744369834,REF25992935,dateDiff
STM00001140,GB29NWBK60161331926819,2026-02-28,2026-03-03,GBP,311179.71,C,Interest credit,BNK162567930,REF50909685,dateDiff
STM00001141,US123456789012345678,2026-03-24,2026-03-28,AUD,378159.52,D,Equipment purchase,BNK384370400,REF87480404,dateDiff
STM00001142,FR7614508059144921279050070,2026-01-22,2026-01-23,EUR,126647.23,D,Wire transfer outbound,BNK665421793,REF87731074,dateDiff
STM00001143,FR7614508059144921279050070,2026-01-28,2026-01-28,AUD,35621.90,C,SEPA credit transfer,BNK624539246,REF26388607,dateDiff
STM00001144,AU123456789012345,2026-02-05,2026-02-05,CHF,478179.29,D,Rent payment,BNK908585663,REF63395289,dateDiff
STM00001145,FR7614508059144921279050070,2026-01-31,2026-02-01,AUD,397084.72,C,ACH credit settlement,BNK244823970,REF97408894,dateDiff
STM00001146,US123456789012345678,2026-01-22,2026-01-22,AUD,335686.50,D,Commission expense,BNK970857994,REF58997658,dateDiff
STM00001147,DE89370400440532013000,2026-02-23,2026-02-23,GBP,378309.40,C,Wire transfer inbound,BNK592504904,REF72432937,dateDiff
STM00001148,GB29NWBK60161331926819,2026-01-20,2026-01-20,AUD,403714.16,C,Trade settlement receipt,BNK559142161,REF72168246,dateDiff
STM00001149,FR7614508059144921279050070,2026-01-17,2026-01-21,USD,462275.63,D,Tax remittance,BNK278124990,REF63786323,dateDiff
STM00001150,US123456789012345678,2026-02-01,2026-02-01,USD,14226.07,C,Invoice payment INV-3501,BNK513329877,REF50558471,dateDiff
STM00001151,AU123456789012345,2026-02-25,2026-02-25,AUD,75353.95,C,Grant proceeds,BNK673842402,REF57057848,dateDiff
STM00001152,DE89370400440532013000,2026-03-14,2026-03-15,EUR,143903.85,D,Equipment purchase,BNK427493342,REF32058051,dateDiff
STM00001153,FR7614508059144921279050070,2026-03-17,2026-03-18,CHF,58821.32,C,Invoice payment INV-9851,BNK937462292,REF23647098,dateDiff
STM00001154,AU123456789012345,2026-01-16,2026-01-16,USD,300193.91,D,Payroll disbursement,BNK968146552,REF37861463,dateDiff
STM00001155,US123456789012345678,2026-03-29,2026-04-03,USD,432037.72,D,Rent payment,BNK127736407,REF63133404,dateDiff
STM00001156,US123456789012345678,2026-03-29,2026-03-30,JPY,45222.60,D,Intercompany transfer out,BNK431332647,REF90422984,dateDiff
STM00001157,AU123456789012345,2026-01-08,2026-01-11,GBP,376405.71,D,SEPA direct debit,BNK915749900,REF19881024,dateDiff
STM00001158,FR7614508059144921279050070,2026-01-22,2026-01-24,GBP,310911.41,C,Customer advance payment,BNK694643187,REF16803260,dateDiff
STM00001159,AU123456789012345,2026-03-17,2026-03-17,AUD,330594.12,D,Wire transfer outbound,BNK469602619,REF56329305,dateDiff
STM00001160,FR7614508059144921279050070,2026-01-11,2026-01-11,CAD,217696.94,C,Sales proceeds,BNK946075340,REF78139780,dateDiff
STM00001161,GB29NWBK60161331926819,2026-03-19,2026-03-20,AUD,42827.20,C,Customer advance payment,BNK918792766,REF43106690,dateDiff
STM00001162,AU123456789012345,2026-02-19,2026-02-19,CAD,48755.01,D,Utility payment,BNK784633328,REF25659336,dateDiff
STM00001163,DE89370400440532013000,2026-02-09,2026-02-09,CAD,69087.17,C,Sales proceeds,BNK778623961,REF43696019,dateDiff
STM00001164,US123456789012345678,2026-03-06,2026-03-06,USD,417867.56,D,Commission expense,BNK673046340,REF45385515,dateDiff
STM00001165,GB29NWBK60161331926819,2026-03-22,2026-03-22,USD,82650.72,C,SEPA credit transfer,BNK285759313,REF37888598,dateDiff
STM00001166,US123456789012345678,2026-03-06,2026-03-06,GBP,225526.53,C,Wire transfer inbound,BNK811925301,REF80939929,dateDiff
STM00001167,AU123456789012345,2026-01-08,2026-01-12,AUD,484672.20,D,Commission expense,BNK997511818,REF39454692,dateDiff
STM00001168,DE89370400440532013000,2026-03-29,2026-04-03,CHF,347107.07,C,Deposit received,BNK147474620,REF72183706,dateDiff
STM00001169,DE89370400440532013000,2026-03-19,2026-03-20,CAD,279949.71,C,Interest credit,BNK199590761,REF14875529,dateDiff
STM00001170,US123456789012345678,2026-03-02,2026-03-03,GBP,485088.63,D,SEPA direct debit,BNK890702274,REF53589568,dateDiff
STM00001171,DE89370400440532013000,2026-03-23,2026-03-28,JPY,231670.55,C,Customer payment received,BNK343087291,REF79772313,dateDiff
STM00001172,DE89370400440532013000,2026-01-08,2026-01-09,EUR,8411.31,D,Tax remittance,BNK824079098,STREF96257914,unmatchedStatement
STM00001173,GB29NWBK60161331926819,2026-01-24,2026-01-28,USD,489733.68,D,Interest expense,BNK213826346,STREF41840966,unmatchedStatement
STM00001174,US123456789012345678,2026-03-29,2026-03-31,EUR,412048.01,D,Commission expense,BNK577469839,STREF65092825,unmatchedStatement
STM00001175,DE89370400440532013000,2026-02-06,2026-02-11,USD,151405.72,D,Wire transfer outbound,BNK588788419,STREF82319954,unmatchedStatement
STM00001176,DE89370400440532013000,2026-02-03,2026-02-03,GBP,453543.39,D,Payroll disbursement,BNK379884763,STREF37715415,unmatchedStatement
STM00001177,GB29NWBK60161331926819,2026-03-20,2026-03-23,AUD,198017.11,D,Intercompany transfer out,BNK395417762,STREF17209555,unmatchedStatement
STM00001178,US123456789012345678,2026-01-04,2026-01-05,AUD,169369.18,D,Rent payment,BNK616672470,STREF66531112,unmatchedStatement
STM00001179,DE89370400440532013000,2026-03-28,2026-04-01,EUR,365381.79,C,Payroll funding,BNK641057401,STREF82511702,unmatchedStatement
STM00001180,FR7614508059144921279050070,2026-02-02,2026-02-03,CAD,277514.92,D,Payroll disbursement,BNK878853762,STREF89818216,unmatchedStatement
STM00001181,FR7614508059144921279050070,2026-03-26,2026-03-30,GBP,149614.79,C,Invoice payment INV-2435,BNK151821800,STREF77824398,unmatchedStatement
STM00001182,DE89370400440532013000,2026-03-27,2026-04-01,CHF,470140.09,C,Customer advance payment,BNK961793849,STREF59823524,unmatchedStatement
STM00001183,AU123456789012345,2026-01-17,2026-01-21,CAD,47879.78,C,Loan drawdown,BNK602747353,STREF83031348,unmatchedStatement
STM00001184,FR7614508059144921279050070,2026-03-18,2026-03-20,EUR,434240.15,D,ACH debit settlement,BNK728953305,STREF29116946,unmatchedStatement
STM00001185,GB29NWBK60161331926819,2026-01-14,2026-01-14,EUR,250744.05,C,Interest credit,BNK723228415,STREF97798009,unmatchedStatement
STM00001186,GB29NWBK60161331926819,2026-01-29,2026-02-02,JPY,40028.02,C,Equity sale proceeds,BNK290125998,STREF24913917,unmatchedStatement
STM00001187,US123456789012345678,2026-03-01,2026-03-04,USD,41379.64,C,ACH credit settlement,BNK566269779,STREF26370759,unmatchedStatement
STM00001188,DE89370400440532013000,2026-02-19,2026-02-23,JPY,48091.14,C,Sales proceeds,BNK406777972,STREF39606489,unmatchedStatement
STM00001189,US123456789012345678,2026-01-14,2026-01-16,USD,383000.61,D,Tax remittance,BNK912050865,STREF23227479,unmatchedStatement
STM00001190,FR7614508059144921279050070,2026-02-04,2026-02-06,CHF,409892.82,C,Refund received,BNK694705800,STREF94930401,unmatchedStatement
STM00001191,AU123456789012345,2026-01-13,2026-01-14,JPY,104496.00,D,Wire transfer outbound,BNK475157607,STREF43576986,unmatchedStatement
STM00001192,AU123456789012345,2026-03-04,2026-03-04,AUD,79828.24,D,Supplier payment,BNK910769083,STREF15571164,unmatchedStatement
STM00001193,US123456789012345678,2026-02-19,2026-02-24,EUR,179843.08,D,Cheque payment,BNK103618255,STREF76086057,unmatchedStatement
STM00001194,GB29NWBK60161331926819,2026-02-09,2026-02-10,AUD,379320.61,D,FX contract payment,BNK932031972,STREF65982745,unmatchedStatement
STM00001195,DE89370400440532013000,2026-03-14,2026-03-14,CHF,157553.69,C,Deposit received,BNK338788148,STREF25193298,unmatchedStatement
STM00001196,DE89370400440532013000,2026-03-16,2026-03-17,GBP,338666.68,D,Commission expense,BNK210419447,STREF67968078,unmatchedStatement
STM00001197,DE89370400440532013000,2026-02-09,2026-02-09,USD,372365.71,C,Dividend income,BNK441744879,STREF68198249,unmatchedStatement
STM00001198,GB29NWBK60161331926819,2026-02-03,2026-02-03,GBP,470712.42,D,Insurance premium payment,BNK529251484,STREF75333880,unmatchedStatement
STM00001199,FR7614508059144921279050070,2026-01-09,2026-01-13,EUR,274601.44,D,Payroll disbursement,BNK910673987,STREF68242528,unmatchedStatement
STM00001200,GB29NWBK60161331926819,2026-01-02,2026-01-05,CHF,117988.82,D,Tax remittance,BNK391180602,STREF91938543,unmatchedStatement
STM00001201,DE89370400440532013000,2026-02-08,2026-02-09,CHF,38489.15,D,Trade settlement payment,BNK213792092,STREF15038869,unmatchedStatement
STM00001202,FR7614508059144921279050070,2026-02-25,2026-02-27,AUD,369653.29,C,Refund received,BNK314746961,STREF47550118,unmatchedStatement
STM00001203,AU123456789012345,2026-01-12,2026-01-13,CAD,428097.41,C,Wire transfer inbound,BNK697373265,STREF21490759,unmatchedStatement
STM00001204,GB29NWBK60161331926819,2026-02-06,2026-02-10,AUD,169171.38,C,Bond coupon payment,BNK240025006,STREF27553109,unmatchedStatement
STM00001205,US123456789012345678,2026-03-01,2026-03-04,CHF,272673.78,C,SEPA credit transfer,BNK207955744,STREF80173501,unmatchedStatement
STM00001206,US123456789012345678,2026-02-25,2026-02-25,USD,149415.01,C,Interest credit,BNK408422276,STREF18164255,unmatchedStatement
STM00001207,GB29NWBK60161331926819,2026-02-12,2026-02-17,JPY,412439.40,D,Trade settlement payment,BNK149818464,STREF88399338,unmatchedStatement
STM00001208,FR7614508059144921279050070,2026-01-09,2026-01-13,JPY,134690.49,D,FX contract payment,BNK841679955,STREF72159316,unmatchedStatement
STM00001209,GB29NWBK60161331926819,2026-03-30,2026-04-02,AUD,136219.07,C,Intercompany transfer in,BNK523818636,STREF63478592,unmatchedStatement
STM00001210,GB29NWBK60161331926819,2026-02-06,2026-02-11,JPY,477405.36,D,Rent payment,BNK115654228,STREF88582053,unmatchedStatement
STM00001211,AU123456789012345,2026-03-23,2026-03-25,AUD,117797.01,C,Interest credit,BNK413098350,STREF82154681,unmatchedStatement
STM00001212,DE89370400440532013000,2026-03-21,2026-03-25,USD,76806.02,D,Tax remittance,BNK556480509,STREF29883550,unmatchedStatement
STM00001213,US123456789012345678,2026-03-28,2026-03-28,CAD,167000.48,C,ACH credit settlement,BNK622953211,STREF30778823,unmatchedStatement
STM00001214,GB29NWBK60161331926819,2026-02-06,2026-02-10,JPY,215657.25,D,Tax remittance,BNK203473756,STREF29001867,unmatchedStatement
STM00001215,GB29NWBK60161331926819,2026-01-14,2026-01-15,AUD,490244.72,C,Refund received,BNK732668357,STREF40681648,unmatchedStatement
STM00001216,GB29NWBK60161331926819,2026-02-09,2026-02-12,AUD,262932.46,D,Wire transfer outbound,BNK916027505,STREF44487126,unmatchedStatement
STM00001217,AU123456789012345,2026-01-24,2026-01-28,AUD,14767.35,C,Refund received,BNK227312974,STREF26164375,unmatchedStatement
STM00001218,DE89370400440532013000,2026-01-22,2026-01-26,USD,3015.97,C,Invoice payment INV-2770,BNK835207663,STREF50350518,unmatchedStatement
STM00001219,GB29NWBK60161331926819,2026-03-15,2026-03-18,CHF,457779.01,D,Payroll disbursement,BNK531370426,STREF55538201,unmatchedStatement
STM00001220,GB29NWBK60161331926819,2026-01-20,2026-01-23,EUR,267616.40,D,Equipment purchase,BNK749843721,STREF88974056,unmatchedStatement
STM00001221,US123456789012345678,2026-03-08,2026-03-08,AUD,23836.42,D,Interest expense,BNK953504578,STREF69664830,unmatchedStatement
